	AT_vs_LM98	AT_vs_LUv2	LM98_vs_AT	LM98_vs_LUv2	LUv2_vs_AT	LUv2_vs_LM98
Lus10018352	1	0	1	1	1	1
Lus10011948	1	1	1	1	1	1
Lus10015623	1	1	1	1	1	1
Lus10007932	0	1	1	1	1	0
Lus10028539	0	0	1	0	1	0
Lus10024688	0	0	1	1	1	0
Lus10008044	0	1	0	0	1	1
Lus10035370	1	1	0	0	1	0
Lus10008373	1	1	0	0	1	1
Lus10015535	0	1	1	1	1	1
Lus10032639	1	1	1	1	1	1
Lus10026781	0	0	0	0	1	0
Lus10007266	1	0	0	0	1	1
Lus10027350	1	0	0	0	1	1
Lus10018071	1	1	0	0	1	1
Lus10021917	1	1	1	0	1	1
Lus10019854	0	0	0	0	1	1
Lus10025754	0	0	0	0	1	0
Lus10008166	1	1	1	1	1	1
Lus10004723	0	1	0	0	1	0
Lus10025389	1	1	1	1	1	1
Lus10005553	1	1	1	1	1	1
Lus10016738	1	0	0	0	1	0
Lus10033062	1	1	1	1	1	1
Lus10042007	0	0	1	1	1	1
Lus10009353	1	0	1	1	1	1
Lus10009964	1	0	1	1	1	1
Lus10021536	0	0	0	0	1	0
Lus10042732	1	1	1	1	1	1
Lus10025053	1	1	0	1	1	1
Lus10013060	1	0	0	1	1	1
Lus10009093	1	1	0	0	1	1
Lus10019605	1	0	1	1	1	1
Lus10041124	0	1	1	1	1	1
Lus10030672	1	0	1	1	1	1
Lus10032292	1	1	1	1	1	0
Lus10032001	1	1	1	0	1	1
Lus10017972	1	1	1	1	1	0
Lus10029671	0	0	1	1	1	0
Lus10030864	1	1	1	1	1	1
Lus10036324	1	1	1	1	1	1
Lus10015064	0	0	1	1	1	1
Lus10006509	1	0	1	1	1	1
Lus10020617	1	1	1	1	1	1
Lus10010173	1	1	1	1	1	1
Lus10027403	0	0	0	0	1	1
Lus10016439	1	1	1	1	1	1
Lus10042187	1	0	1	0	1	0
Lus10024733	0	0	1	1	1	1
Lus10043401	1	1	0	0	1	0
Lus10008274	1	0	1	1	1	1
Lus10021388	0	0	1	1	1	1
Lus10007636	1	0	1	1	1	1
Lus10008228	1	1	1	1	1	1
Lus10006313	0	0	1	1	1	1
Lus10029457	1	1	1	1	1	1
Lus10007301	1	0	1	1	1	1
Lus10004006	1	1	1	1	1	1
Lus10041421	1	1	1	1	1	1
Lus10015457	1	0	0	0	1	0
Lus10026618	1	1	1	1	1	1
Lus10021058	0	0	1	1	1	0
Lus10018345	1	1	1	1	1	1
Lus10004648	1	1	1	0	1	1
Lus10022520	1	1	1	0	1	1
Lus10033083	0	0	0	0	1	0
Lus10037368	1	1	1	1	1	1
Lus10031874	1	1	1	0	1	0
Lus10026932	1	0	1	1	1	1
Lus10011882	1	1	1	1	1	1
Lus10000724	0	0	0	0	1	1
Lus10033728	0	1	1	1	1	0
Lus10028008	0	0	0	0	1	1
Lus10033358	1	1	1	1	1	0
Lus10001959	1	0	1	0	1	1
Lus10031120	1	1	1	1	1	1
Lus10009395	1	0	1	1	1	1
Lus10035713	1	0	1	1	1	0
Lus10005307	1	0	1	1	1	1
Lus10038675	1	1	1	1	1	1
Lus10026587	1	0	1	1	1	1
Lus10017947	0	1	0	1	1	1
Lus10043024	1	1	1	0	1	1
Lus10012474	1	1	0	0	1	1
Lus10022734	1	0	1	1	1	1
Lus10005139	1	1	1	1	1	0
Lus10016259	1	1	1	1	1	1
Lus10043153	1	1	1	1	1	1
Lus10031677	0	0	1	1	1	0
Lus10022837	1	0	1	1	1	1
Lus10011940	1	1	1	1	1	0
Lus10023469	0	0	1	0	1	0
Lus10006622	0	1	0	1	1	1
Lus10000484	1	1	0	0	1	1
Lus10010390	1	1	0	0	1	1
Lus10003459	0	0	1	1	1	1
Lus10013910	0	1	0	1	1	0
Lus10027838	1	0	1	1	1	1
Lus10036731	1	1	1	1	1	1
Lus10004972	0	0	1	1	1	1
Lus10028075	1	1	1	1	1	1
Lus10036137	1	1	1	0	1	0
Lus10021849	1	1	1	1	1	1
Lus10013825	0	1	1	1	1	1
Lus10028685	0	0	0	0	1	1
Lus10008249	1	1	1	1	1	1
Lus10014481	1	1	1	1	1	1
Lus10006458	1	1	1	1	1	1
Lus10019393	1	1	1	1	1	1
Lus10042577	1	1	1	1	1	1
Lus10018225	0	0	1	1	1	1
Lus10028007	1	1	1	1	1	1
Lus10001294	0	0	1	1	1	1
Lus10012104	1	1	1	1	1	1
Lus10039722	1	1	1	1	1	0
Lus10042155	1	0	1	1	1	1
Lus10032549	1	1	1	1	1	1
Lus10032629	0	1	1	1	1	1
Lus10018420	1	1	0	0	1	1
Lus10015063	1	0	1	1	1	1
Lus10024060	1	1	1	1	1	1
Lus10026983	1	1	1	1	1	1
Lus10026989	1	1	1	1	1	1
Lus10025208	1	1	1	1	1	1
Lus10000374	0	0	0	0	1	1
Lus10024964	1	1	1	0	1	0
Lus10011344	1	1	1	1	1	1
Lus10029821	1	0	1	1	1	1
Lus10024956	1	0	1	1	1	1
Lus10033281	1	1	1	1	1	1
Lus10036555	0	0	0	0	1	1
Lus10027369	0	1	1	1	1	1
Lus10038469	0	0	0	0	1	1
Lus10037921	1	1	1	1	1	1
Lus10014449	1	1	1	1	1	1
Lus10014913	1	1	1	1	1	1
Lus10015443	1	0	0	0	1	1
Lus10023405	1	1	1	1	1	1
Lus10008126	1	1	1	1	1	1
Lus10019031	0	0	0	1	1	1
Lus10009539	0	0	0	0	1	1
Lus10036281	0	1	0	0	1	1
Lus10017747	1	0	1	1	1	1
Lus10012928	1	1	1	1	1	0
Lus10003257	0	0	1	1	1	1
Lus10020669	1	1	1	0	1	0
Lus10000876	0	0	0	0	1	1
Lus10038444	1	1	1	1	1	1
Lus10008611	1	1	1	1	1	1
Lus10024605	1	0	1	1	1	0
Lus10018887	1	1	0	1	1	1
Lus10028898	1	0	1	1	1	1
Lus10025366	1	0	1	1	1	1
Lus10043080	1	0	0	0	1	1
Lus10008420	1	1	1	1	1	1
Lus10020787	0	0	1	1	1	0
Lus10033810	1	1	1	1	1	1
Lus10026464	0	0	1	1	1	1
Lus10029021	0	0	1	1	1	1
Lus10034743	1	1	1	1	1	0
Lus10028963	0	1	0	0	1	1
Lus10008706	1	1	1	1	1	1
Lus10028664	0	0	0	1	1	1
Lus10004584	1	1	0	0	1	0
Lus10006071	0	0	0	0	1	1
Lus10040933	1	1	1	1	1	0
Lus10027378	0	0	0	0	1	1
Lus10043199	1	0	1	0	1	0
Lus10035178	1	0	1	0	1	0
Lus10021554	1	1	1	1	1	1
Lus10033013	0	0	1	1	1	1
Lus10043275	1	1	1	1	1	1
Lus10027097	1	1	1	1	1	1
Lus10021615	0	0	0	0	1	1
Lus10025464	1	0	1	1	1	1
Lus10007545	0	1	1	1	1	1
Lus10017220	1	1	1	1	1	1
Lus10011338	1	1	1	1	1	1
Lus10027600	1	1	1	1	1	1
Lus10003975	0	1	1	1	1	1
Lus10011683	1	1	1	1	1	1
Lus10014112	1	1	1	1	1	1
Lus10037123	1	1	1	1	1	1
Lus10042067	1	1	1	1	1	1
Lus10003706	0	0	0	1	1	1
Lus10003685	1	1	1	1	1	1
Lus10042382	1	0	1	1	1	1
Lus10041425	1	1	0	0	1	1
Lus10013881	1	1	1	1	1	1
Lus10025192	0	0	0	0	1	1
Lus10007484	1	1	1	1	1	0
Lus10031162	0	0	0	0	1	1
Lus10032289	1	1	1	1	1	1
Lus10014857	1	1	1	1	1	1
Lus10010808	1	1	1	1	1	1
Lus10010299	1	0	1	1	1	1
Lus10022091	0	1	1	1	1	1
Lus10012726	1	1	1	1	1	1
Lus10038773	1	1	0	1	1	1
Lus10038470	0	0	1	0	1	1
Lus10025778	1	1	1	0	1	0
Lus10034851	1	1	1	1	1	1
Lus10033141	0	0	0	0	1	1
Lus10026747	1	1	1	1	1	1
Lus10042300	0	0	0	0	1	1
Lus10001723	1	1	1	1	1	1
Lus10000548	1	1	1	1	1	1
Lus10019568	0	0	1	1	1	0
Lus10017230	1	1	1	0	1	1
Lus10019072	1	1	1	1	1	1
Lus10012259	1	1	1	1	1	1
Lus10036442	1	1	1	1	1	1
Lus10014514	0	0	1	0	1	0
Lus10007696	1	0	1	1	1	1
Lus10010187	1	1	1	1	1	1
Lus10006503	0	0	1	1	1	1
Lus10034540	0	1	0	1	1	1
Lus10009526	0	1	1	1	1	1
Lus10022571	1	1	0	1	1	0
Lus10005637	0	0	0	0	1	0
Lus10002051	1	1	1	1	1	1
Lus10026371	1	1	1	0	1	1
Lus10026973	1	0	0	1	1	1
Lus10014549	1	1	1	1	1	0
Lus10028095	1	1	1	1	1	1
Lus10036924	1	1	0	1	1	0
Lus10032835	1	0	1	1	1	1
Lus10032386	0	0	0	0	1	1
Lus10009151	1	1	1	1	1	1
Lus10036127	0	0	0	0	1	1
Lus10032365	1	1	1	1	1	1
Lus10037503	1	1	0	0	1	1
Lus10017099	1	1	1	1	1	1
Lus10002967	1	1	1	0	1	1
Lus10039112	1	1	1	0	1	0
Lus10010818	0	0	1	1	1	1
Lus10001290	1	1	1	1	1	1
Lus10025091	1	1	1	1	1	1
Lus10008516	1	1	1	1	1	1
Lus10010528	1	1	1	1	1	1
Lus10016292	1	1	1	1	1	1
Lus10017914	1	1	1	1	1	1
Lus10000959	1	1	1	1	1	1
Lus10016101	0	0	1	1	1	1
Lus10023047	1	1	0	1	1	1
Lus10002976	0	0	0	0	1	1
Lus10038333	1	1	1	1	1	1
Lus10027866	0	0	1	1	1	1
Lus10034864	1	1	1	0	1	1
Lus10024572	0	0	0	0	1	1
Lus10009290	0	0	0	0	1	1
Lus10028667	0	0	0	0	1	1
Lus10013175	1	1	0	1	1	0
Lus10032299	0	0	0	0	1	0
Lus10029768	1	1	0	0	1	1
Lus10005760	0	1	1	1	1	1
Lus10019007	1	1	0	0	1	1
Lus10022229	1	0	1	0	1	1
Lus10041760	0	0	1	1	1	1
Lus10001177	0	0	0	0	1	1
Lus10021559	1	1	1	1	1	1
Lus10021407	0	0	1	1	1	0
Lus10013750	1	0	1	1	1	0
Lus10035191	0	1	1	1	1	1
Lus10032402	1	1	1	1	1	1
Lus10020977	0	1	0	1	1	1
Lus10008874	0	0	0	0	1	0
Lus10029392	0	0	0	0	1	0
Lus10019066	1	1	1	1	1	1
Lus10031730	1	1	1	1	1	1
Lus10042465	0	1	1	0	1	0
Lus10008828	1	1	1	1	1	1
Lus10029666	0	1	1	1	1	1
Lus10010656	1	1	1	1	1	1
Lus10038255	1	1	1	1	1	1
Lus10002845	1	1	1	1	1	0
Lus10006526	1	1	1	1	1	1
Lus10042638	1	1	0	1	1	1
Lus10022808	1	0	1	1	1	1
Lus10031700	1	1	1	1	1	1
Lus10032960	0	1	0	1	1	1
Lus10026908	1	1	1	1	1	1
Lus10009577	1	1	1	0	1	0
Lus10032337	1	1	0	0	1	1
Lus10015275	1	1	1	1	1	1
Lus10041886	1	1	1	0	1	0
Lus10020815	1	0	1	0	1	0
Lus10037105	1	1	1	1	1	1
Lus10007011	0	0	1	1	1	0
Lus10005471	1	1	1	1	1	1
Lus10015194	0	0	0	0	1	0
Lus10011700	1	1	1	1	1	1
Lus10019058	1	1	0	1	1	1
Lus10024852	1	1	0	1	1	0
Lus10027874	1	0	1	0	1	1
Lus10026012	1	1	1	1	1	1
Lus10018319	1	0	1	1	1	1
Lus10015934	0	0	0	0	1	1
Lus10015721	1	0	1	1	1	1
Lus10031255	0	0	1	1	1	1
Lus10006943	1	1	1	1	1	1
Lus10011999	1	1	1	1	1	1
Lus10035941	1	1	0	0	1	1
Lus10026870	0	0	1	1	1	1
Lus10002958	0	1	1	0	1	1
Lus10009905	1	0	1	1	1	1
Lus10003349	1	1	1	1	1	1
Lus10009468	0	0	1	0	1	0
Lus10008352	1	0	0	0	1	1
Lus10003640	1	0	0	0	1	1
Lus10014946	0	1	1	1	1	1
Lus10016664	1	1	0	0	1	1
Lus10034974	0	0	0	0	1	1
Lus10011312	1	0	0	0	1	1
Lus10001792	1	1	1	1	1	1
Lus10038561	1	0	0	0	1	1
Lus10022181	1	1	1	1	1	1
Lus10042740	1	1	1	1	1	0
Lus10001668	1	1	0	0	1	1
Lus10013134	0	0	0	0	1	1
Lus10029604	0	1	0	0	1	0
Lus10008685	1	0	1	0	1	1
Lus10037279	0	0	0	1	1	0
Lus10000848	1	1	1	1	1	1
Lus10012509	1	1	0	0	1	1
Lus10037732	1	1	1	1	1	1
Lus10006685	0	1	1	1	1	0
Lus10012009	0	0	0	0	1	0
Lus10008733	1	1	1	1	1	1
Lus10040549	1	1	1	1	1	1
Lus10036036	1	0	1	0	1	0
Lus10034969	1	0	0	0	1	1
Lus10008361	0	0	0	0	1	0
Lus10038890	1	1	0	0	1	1
Lus10019841	1	1	1	1	1	0
Lus10023567	1	0	1	1	1	0
Lus10029418	0	1	1	0	1	0
Lus10015307	1	1	1	0	1	0
Lus10030434	1	1	1	0	1	0
Lus10022914	0	0	1	1	1	1
Lus10005309	0	0	0	0	1	1
Lus10022617	1	1	0	0	1	1
Lus10005054	0	0	0	1	1	0
Lus10005960	1	0	0	0	1	1
Lus10023022	1	1	1	1	1	1
Lus10006082	1	1	1	1	1	1
Lus10038442	1	0	0	0	1	1
Lus10017722	1	0	0	0	1	1
Lus10031691	1	0	0	0	1	1
Lus10019136	0	1	1	1	1	1
Lus10024135	0	1	1	1	1	1
Lus10017861	1	1	1	1	1	1
Lus10024887	1	1	1	0	1	1
Lus10005118	1	0	1	1	1	0
Lus10031074	0	1	1	1	1	1
Lus10032254	1	0	1	1	1	1
Lus10002159	1	1	1	0	1	0
Lus10021195	0	0	1	1	1	1
Lus10008691	1	1	1	1	1	1
Lus10002518	0	0	0	0	1	1
Lus10038835	0	1	0	0	1	1
Lus10027548	1	0	1	1	1	0
Lus10024068	1	1	1	1	1	1
Lus10018063	1	1	0	0	1	1
Lus10013981	1	0	0	0	1	1
Lus10005712	1	1	1	1	1	1
Lus10001305	1	1	1	1	1	1
Lus10003984	1	1	1	1	1	1
Lus10039052	1	0	0	0	1	1
Lus10006197	1	1	1	1	1	1
Lus10022992	0	0	0	0	1	1
Lus10001297	1	0	0	0	1	1
Lus10027586	0	0	1	1	1	1
Lus10033869	0	1	1	0	1	0
Lus10012826	1	1	1	1	1	0
Lus10005192	1	0	1	1	1	0
Lus10039923	1	1	1	1	1	1
Lus10014420	1	1	0	0	1	0
Lus10024294	1	1	0	0	1	1
Lus10041725	0	0	1	1	1	1
Lus10014851	1	1	1	1	1	1
Lus10011131	1	1	1	1	1	0
Lus10042866	1	1	1	1	1	1
Lus10019013	0	0	0	0	1	1
Lus10015971	1	1	1	1	1	1
Lus10005367	1	1	1	1	1	1
Lus10026876	0	1	1	1	1	1
Lus10025958	0	0	1	1	1	1
Lus10023956	0	0	1	1	1	1
Lus10003272	1	1	1	1	1	1
Lus10030953	1	1	1	1	1	1
Lus10033506	0	0	1	1	1	1
Lus10006537	1	1	0	0	1	0
Lus10034000	1	1	1	1	1	1
Lus10008731	1	1	1	1	1	1
Lus10038828	1	1	1	0	1	1
Lus10022833	1	1	1	1	1	1
Lus10009607	1	0	1	0	1	1
Lus10020948	0	1	1	1	1	1
Lus10008549	0	1	0	0	1	1
Lus10034426	1	1	0	1	1	1
Lus10002803	1	1	1	1	1	1
Lus10006848	0	0	0	0	1	1
Lus10003382	1	1	1	1	1	1
Lus10027115	1	1	1	1	1	1
Lus10029477	0	0	0	1	1	1
Lus10028139	1	1	1	1	1	1
Lus10006413	1	1	1	1	1	1
Lus10037602	0	1	0	0	1	1
Lus10013248	0	0	1	1	1	1
Lus10009685	1	1	0	1	1	1
Lus10019521	1	1	0	1	1	1
Lus10017244	1	1	0	0	1	1
Lus10007831	1	0	1	1	1	1
Lus10008477	1	1	0	1	1	0
Lus10006200	1	0	1	1	1	1
Lus10009086	1	1	1	0	1	1
Lus10008144	1	1	1	1	1	1
Lus10010599	1	0	1	1	1	1
Lus10025568	1	0	0	0	1	1
Lus10003381	1	1	1	1	1	1
Lus10012863	1	1	1	1	1	1
Lus10034975	0	0	0	0	1	1
Lus10006745	0	0	1	0	1	0
Lus10005228	1	1	1	1	1	0
Lus10040253	1	1	0	0	1	1
Lus10026261	1	1	1	1	1	1
Lus10023351	1	1	1	1	1	1
Lus10034890	1	1	1	1	1	1
Lus10019375	1	1	1	1	1	1
Lus10043232	1	1	1	1	1	1
Lus10037004	1	1	1	1	1	1
Lus10040851	0	0	1	1	1	1
Lus10017697	0	0	1	0	1	1
Lus10025906	1	1	1	1	1	1
Lus10020278	0	0	0	0	1	0
Lus10034123	1	1	1	1	1	1
Lus10028616	1	0	1	0	1	1
Lus10015323	1	1	1	1	1	1
Lus10042475	1	1	1	1	1	1
Lus10016714	0	0	0	0	1	1
Lus10043302	1	1	1	1	1	1
Lus10027083	1	1	1	1	1	1
Lus10021853	1	1	1	1	1	1
Lus10006655	1	1	1	1	1	1
Lus10032357	1	1	0	0	1	1
Lus10040233	1	1	1	1	1	1
Lus10028676	1	1	0	1	1	1
Lus10028962	0	1	0	1	1	1
Lus10026439	1	1	0	0	1	1
Lus10020575	1	1	0	1	1	1
Lus10001961	1	0	1	1	1	1
Lus10022659	1	1	0	0	1	0
Lus10035809	1	1	0	0	1	1
Lus10023880	1	1	1	1	1	1
Lus10041734	1	1	1	1	1	1
Lus10009743	1	1	0	0	1	1
Lus10015966	1	1	1	1	1	1
Lus10001005	1	1	1	1	1	1
Lus10001363	1	1	1	1	1	1
Lus10043176	1	1	1	0	1	0
Lus10043000	0	1	1	1	1	1
Lus10004479	0	0	1	1	1	1
Lus10014988	1	0	1	1	1	1
Lus10018070	1	1	0	0	1	1
Lus10008084	1	1	1	1	1	1
Lus10036231	1	1	1	1	1	1
Lus10040504	0	0	1	1	1	1
Lus10008318	1	0	1	1	1	0
Lus10009305	1	1	0	1	1	1
Lus10021773	0	1	0	0	1	1
Lus10033381	1	1	1	1	1	1
Lus10009989	1	1	1	1	1	1
Lus10009823	1	1	1	0	1	1
Lus10039054	1	1	1	1	1	1
Lus10018905	0	0	1	1	1	1
Lus10026416	0	1	0	1	1	1
Lus10009007	1	1	1	1	1	1
Lus10022939	0	0	1	0	1	0
Lus10004216	0	0	1	1	1	1
Lus10042140	1	1	1	1	1	1
Lus10042248	1	1	1	1	1	1
Lus10038534	0	0	1	1	1	1
Lus10038712	0	0	0	0	1	1
Lus10009071	1	1	1	1	1	1
Lus10021597	1	1	1	1	1	0
Lus10030327	1	1	1	1	1	1
Lus10019570	1	1	1	1	1	1
Lus10010718	1	1	1	1	1	1
Lus10031544	1	0	1	1	1	1
Lus10011301	1	0	0	0	1	1
Lus10032970	1	1	1	1	1	1
Lus10016332	1	1	1	1	1	1
Lus10022938	0	0	1	0	1	1
Lus10019674	1	1	1	0	1	0
Lus10009495	1	1	1	1	1	1
Lus10037719	0	0	1	1	1	1
Lus10016062	0	1	0	1	1	1
Lus10009382	1	1	1	1	1	1
Lus10028458	1	0	1	1	1	0
Lus10024056	1	1	1	1	1	1
Lus10006664	1	1	1	0	1	1
Lus10023866	0	0	1	1	1	0
Lus10003253	1	0	1	0	1	1
Lus10017000	1	1	1	1	1	0
Lus10038283	1	1	1	1	1	1
Lus10029050	1	1	1	0	1	0
Lus10033496	1	1	0	1	1	1
Lus10020889	1	1	1	1	1	1
Lus10034303	1	0	0	0	1	0
Lus10032192	1	0	0	0	1	1
Lus10033478	0	0	1	1	1	1
Lus10030602	0	0	1	1	1	1
Lus10043308	1	0	1	1	1	0
Lus10042051	1	1	1	1	1	0
Lus10008844	1	1	1	1	1	1
Lus10022996	1	0	1	1	1	1
Lus10040913	1	1	1	1	1	1
Lus10041418	0	1	1	1	1	1
Lus10032171	1	0	1	1	1	1
Lus10015251	0	0	0	0	1	0
Lus10006816	1	1	1	1	1	1
Lus10001175	0	1	0	0	1	1
Lus10023740	0	0	0	0	1	1
Lus10037046	1	1	0	0	1	1
Lus10018044	1	1	1	1	1	1
Lus10035819	0	0	1	1	1	1
Lus10007546	0	1	0	0	1	1
Lus10001128	1	1	1	1	1	1
Lus10000983	0	0	1	1	1	1
Lus10006762	0	1	0	0	1	1
Lus10018881	1	1	1	1	1	0
Lus10019715	1	1	1	0	1	1
Lus10017294	1	1	0	1	1	1
Lus10034217	0	0	0	0	1	1
Lus10011188	0	1	1	1	1	1
Lus10043407	0	0	0	0	1	1
Lus10023669	1	1	1	1	1	1
Lus10012651	1	1	0	0	1	1
Lus10008501	1	1	1	1	1	1
Lus10041075	1	1	0	0	1	1
Lus10029002	1	1	1	1	1	1
Lus10025026	0	0	0	0	1	1
Lus10014782	1	1	1	1	1	0
Lus10010145	1	1	1	1	1	1
Lus10011203	0	1	0	0	1	1
Lus10019458	1	0	1	1	1	0
Lus10013233	0	0	1	1	1	1
Lus10004154	0	0	0	0	1	1
Lus10027439	0	0	0	0	1	1
Lus10018724	1	1	1	1	1	1
Lus10020679	0	0	0	0	1	0
Lus10032219	1	1	1	1	1	1
Lus10022968	1	1	1	1	1	1
Lus10038585	1	0	0	0	1	1
Lus10027961	0	0	0	0	1	1
Lus10039704	1	1	0	1	1	1
Lus10025596	1	0	1	1	1	1
Lus10033103	1	0	1	0	1	1
Lus10015116	1	1	1	1	1	1
Lus10037074	0	0	1	1	1	1
Lus10032006	1	1	0	0	1	0
Lus10041599	0	0	1	1	1	1
Lus10004656	1	1	1	1	1	1
Lus10037673	1	0	1	1	1	1
Lus10017260	0	0	1	1	1	0
Lus10005086	1	1	0	0	1	1
Lus10006304	1	1	0	1	1	1
Lus10036594	1	1	0	0	1	0
Lus10011253	1	1	1	1	1	1
Lus10024414	1	1	1	0	1	1
Lus10023882	1	1	1	1	1	1
Lus10029627	1	1	1	1	1	1
Lus10010583	1	0	1	1	1	1
Lus10009499	1	1	1	1	1	1
Lus10030312	0	0	0	0	1	1
Lus10005482	1	1	1	1	1	1
Lus10025682	0	0	1	1	1	1
Lus10018648	0	1	1	1	1	1
Lus10002036	1	1	1	1	1	0
Lus10035427	1	1	1	1	1	1
Lus10011833	1	1	1	0	1	0
Lus10042794	0	0	0	0	1	1
Lus10002804	1	1	1	1	1	1
Lus10028649	1	1	1	1	1	1
Lus10021174	1	1	0	0	1	1
Lus10005392	1	1	0	0	1	0
Lus10035926	0	0	0	1	1	1
Lus10024343	1	1	1	1	1	1
Lus10040867	1	0	0	0	1	1
Lus10006700	1	1	1	0	1	0
Lus10010935	1	1	0	0	1	1
Lus10013173	1	1	1	1	1	1
Lus10019147	0	0	1	1	1	0
Lus10026676	0	0	1	1	1	0
Lus10017807	1	1	1	1	1	1
Lus10019989	0	0	1	0	1	1
Lus10017414	1	1	1	1	1	1
Lus10019993	1	1	1	1	1	1
Lus10003021	1	1	0	1	1	1
Lus10031561	1	1	1	1	1	1
Lus10039288	1	1	1	1	1	1
Lus10022459	0	0	0	0	1	1
Lus10009414	1	1	1	1	1	1
Lus10000805	1	1	1	1	1	1
Lus10019915	1	0	1	1	1	1
Lus10032842	1	1	1	1	1	1
Lus10030151	1	1	0	0	1	1
Lus10006153	1	1	1	1	1	1
Lus10030399	1	1	1	1	1	1
Lus10003049	1	0	1	1	1	1
Lus10001171	1	0	1	1	1	1
Lus10029230	1	1	1	1	1	1
Lus10011276	0	0	1	1	1	1
Lus10021565	1	1	1	1	1	1
Lus10041472	0	0	0	1	1	1
Lus10023797	0	0	0	0	1	0
Lus10011915	1	1	0	0	1	0
Lus10040574	0	1	0	1	1	1
Lus10023749	0	0	1	0	1	0
Lus10033621	1	1	1	1	1	1
Lus10038119	1	1	1	1	1	0
Lus10019949	1	1	1	1	1	1
Lus10003873	1	0	1	1	1	1
Lus10020875	1	1	1	1	1	1
Lus10003008	1	1	1	1	1	1
Lus10002474	1	1	0	0	1	1
Lus10028884	1	1	1	1	1	1
Lus10024661	0	1	1	0	1	0
Lus10008259	1	1	1	1	1	1
Lus10010254	1	1	1	1	1	1
Lus10021480	0	0	0	0	1	1
Lus10035100	1	1	1	1	1	1
Lus10007965	1	1	0	0	1	1
Lus10024120	1	1	0	1	1	1
Lus10036015	1	1	1	1	1	1
Lus10015226	1	1	1	1	1	1
Lus10018977	1	1	1	1	1	1
Lus10026302	1	1	0	0	1	1
Lus10008836	1	0	1	1	1	1
Lus10002291	0	1	1	1	1	1
Lus10039218	0	0	0	0	1	0
Lus10027746	1	1	1	1	1	1
Lus10013989	1	1	1	1	1	1
Lus10036481	1	1	0	1	1	1
Lus10007248	1	1	1	1	1	0
Lus10042024	1	1	1	1	1	1
Lus10021756	1	1	1	1	1	1
Lus10017899	0	0	1	0	1	1
Lus10007123	1	1	0	1	1	1
Lus10011892	1	0	1	1	1	1
Lus10016079	1	1	1	1	1	1
Lus10014247	1	1	1	1	1	1
Lus10003401	0	1	1	0	1	1
Lus10016845	1	1	1	1	1	0
Lus10007324	1	1	1	1	1	1
Lus10040088	0	0	0	0	1	1
Lus10014757	1	1	0	0	1	1
Lus10026982	1	1	1	1	1	1
Lus10038140	0	0	0	0	1	1
Lus10038697	1	1	1	1	1	1
Lus10037578	1	1	1	1	1	0
Lus10022629	0	0	1	1	1	1
Lus10006492	0	0	1	1	1	1
Lus10033268	1	1	1	1	1	1
Lus10008697	1	0	0	0	1	1
Lus10023846	1	0	1	1	1	1
Lus10023855	1	1	1	1	1	0
Lus10001179	0	0	0	0	1	1
Lus10036064	1	0	1	1	1	1
Lus10011064	1	1	1	1	1	1
Lus10004088	1	0	0	1	1	1
Lus10012718	1	1	1	1	1	1
Lus10041427	1	0	1	1	1	1
Lus10000615	1	1	0	1	1	1
Lus10000637	1	1	1	0	1	1
Lus10043342	1	1	1	1	1	1
Lus10021521	1	1	0	0	1	1
Lus10040039	1	1	1	1	1	1
Lus10026863	0	1	1	1	1	1
Lus10032652	1	1	1	1	1	1
Lus10027824	0	1	1	1	1	1
Lus10012414	1	1	0	0	1	0
Lus10035051	1	0	1	1	1	1
Lus10005722	1	1	1	1	1	1
Lus10035632	1	0	1	1	1	0
Lus10010886	1	1	0	0	1	1
Lus10002261	0	1	0	0	1	1
Lus10026108	1	1	1	1	1	1
Lus10018062	0	0	0	0	1	1
Lus10010071	1	1	1	1	1	1
Lus10024502	0	0	1	1	1	1
Lus10042250	1	1	0	1	1	1
Lus10026776	0	0	0	0	1	1
Lus10024236	1	1	1	1	1	1
Lus10028914	1	1	0	0	1	1
Lus10020168	1	1	1	1	1	1
Lus10009503	1	1	0	0	1	1
Lus10005472	0	0	1	1	1	0
Lus10016448	1	0	0	0	1	1
Lus10028748	1	0	1	1	1	1
Lus10010399	1	1	1	1	1	1
Lus10023540	0	0	1	0	1	0
Lus10020356	1	1	0	0	1	1
Lus10021219	1	0	1	1	1	0
Lus10040326	1	0	1	1	1	1
Lus10028342	1	1	1	1	1	0
Lus10011902	1	0	1	1	1	1
Lus10011434	0	0	1	0	1	0
Lus10022952	1	1	1	1	1	1
Lus10024052	1	1	1	1	1	0
Lus10030212	1	0	1	1	1	1
Lus10012636	1	1	1	1	1	1
Lus10010876	0	0	0	1	1	1
Lus10013244	1	1	1	1	1	1
Lus10021589	0	0	0	0	1	1
Lus10032505	0	0	1	1	1	0
Lus10024809	1	0	0	1	1	1
Lus10010236	1	1	1	1	1	1
Lus10035732	0	0	1	1	1	0
Lus10008434	1	0	1	1	1	1
Lus10037476	0	0	1	1	1	1
Lus10026797	1	1	1	1	1	1
Lus10024753	1	1	0	0	1	1
Lus10004204	1	0	1	1	1	1
Lus10020043	1	0	1	1	1	1
Lus10041173	0	0	0	0	1	1
Lus10016869	0	1	1	1	1	1
Lus10026926	1	1	0	0	1	1
Lus10035393	1	0	1	1	1	1
Lus10038290	0	0	1	1	1	1
Lus10031774	1	1	0	0	1	0
Lus10042980	1	1	1	1	1	1
